EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata,bayes_rawdata,bayes_atdata
0,0.7493396997451782,0.9721672534942627,1.061536192893982,0.8523644804954529,0.7834697961807251,0.7936406135559082
1,0.7794899940490723,1.0235447883605957,1.0399993658065796,0.8568117022514343,0.8054317235946655,0.8261135816574097
2,0.7577674984931946,1.0188804864883423,1.0289278030395508,0.8499422073364258,0.773848295211792,0.8008173704147339
3,0.7577829957008362,0.9951735138893127,0.9928414821624756,0.823188841342926,0.7805265188217163,0.7996717095375061
4,0.761530876159668,1.0171245336532593,1.0055721998214722,0.8453976511955261,0.7868778109550476,0.8064144849777222
5,0.7451443672180176,0.9698026776313782,1.0695210695266724,0.8265595436096191,0.7764905095100403,0.7823168039321899
6,0.7349690198898315,1.0032764673233032,1.0477560758590698,0.8509634733200073,0.7648091316223145,0.7857668399810791
7,0.7481666803359985,0.9781864285469055,1.0432077646255493,0.8562064170837402,0.78144371509552,0.7984123826026917
8,0.7569703459739685,1.0132030248641968,1.0173317193984985,0.866281270980835,0.7920571565628052,0.8197658658027649
9,0.7412265539169312,0.9783200621604919,1.017453908920288,0.8313236236572266,0.7755289077758789,0.793772280216217
