EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.742222249507904,0.742634654045105,0.7431495189666748,0.742222249507904
1,0.7642462849617004,0.7655601501464844,0.7643369436264038,0.7642461657524109
2,0.7412220239639282,0.7422814965248108,0.7414541840553284,0.7412219047546387
3,0.723903238773346,0.7231906652450562,0.7260737419128418,0.7239035964012146
4,0.7459719777107239,0.7468692064285278,0.7465551495552063,0.7459720373153687
5,0.722740650177002,0.7235943078994751,0.723349928855896,0.722740650177002
6,0.7365043759346008,0.73674476146698,0.7376822233200073,0.7365044355392456
7,0.7732837200164795,0.7744861245155334,0.7734497785568237,0.7732836008071899
8,0.7469305396080017,0.7489219903945923,0.7462366819381714,0.7469303011894226
9,0.758758008480072,0.7597294449806213,0.7591307163238525,0.7587578296661377
