EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.7722316384315491,2.3189103603363037,4.022828102111816,5.783463478088379
1,0.7685354351997375,2.357778310775757,1.0487067699432373,0.8148152828216553
2,0.752694308757782,2.2749111652374268,4.8728532791137695,5.827861785888672
3,0.7415919899940491,2.3519411087036133,0.9914777278900146,0.8211603164672852
4,0.7698343396186829,2.2432544231414795,1.0450387001037598,0.8546393513679504
5,0.7365423440933228,2.349027156829834,0.878464937210083,0.8011828660964966
6,0.7269654870033264,2.351872205734253,1.0558767318725586,0.8720014691352844
7,0.7430294156074524,2.241464138031006,1.0347418785095215,0.8297262787818909
8,0.7424119114875793,2.3417842388153076,0.8341895341873169,0.8487258553504944
9,0.7426716685295105,2.3159892559051514,4.515130996704102,5.796256065368652
