EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata,bayes_rawdata,bayes_atdata
0,0.734613835811615,0.9929255247116089,1.014976143836975,0.8932784199714661,0.7772617936134338,0.7961774468421936
1,0.7630231976509094,1.0268241167068481,1.0024750232696533,0.897545337677002,0.8032413721084595,0.8252272009849548
2,0.7393594980239868,1.0153037309646606,1.0457040071487427,0.9064921140670776,0.7754790186882019,0.794904351234436
3,0.7634217739105225,1.0113917589187622,1.0484203100204468,0.8799856901168823,0.7897435426712036,0.8000923991203308
4,0.7486438155174255,1.012943983078003,1.0238046646118164,0.9028227925300598,0.7859777212142944,0.8051485419273376
5,0.7493581175804138,1.010033130645752,1.054051160812378,0.9021205306053162,0.7893072962760925,0.8025469779968262
6,0.7565451860427856,1.0561184883117676,1.0690494775772095,0.9401803612709045,0.7862774133682251,0.812144935131073
7,0.7557567954063416,1.0189942121505737,1.0678695440292358,0.9265637397766113,0.7943439483642578,0.8072393536567688
8,0.7435753345489502,1.0265753269195557,1.0265989303588867,0.9031772613525391,0.778235137462616,0.8031046390533447
9,0.7817631959915161,1.052154779434204,1.052689552307129,0.9244471788406372,0.801961362361908,0.8233888745307922
