EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.7554681897163391,0.7580905556678772,0.7548363208770752,0.7554678320884705
1,0.7680755257606506,0.768990695476532,0.7690693736076355,0.7680755853652954
2,0.7656040787696838,0.7649856805801392,0.7685307860374451,0.7656043171882629
3,0.7389823198318481,0.738990306854248,0.7408920526504517,0.738982617855072
4,0.7416322231292725,0.7427880764007568,0.7426589131355286,0.7416322231292725
5,0.7478796243667603,0.7467894554138184,0.7511335015296936,0.7478798627853394
6,0.7790535092353821,0.7805020809173584,0.7796621322631836,0.7790535092353821
7,0.7474614977836609,0.7493482828140259,0.7478161454200745,0.7474613785743713
8,0.7909994125366211,0.7935346961021423,0.7903791666030884,0.7909989953041077
9,0.7695506811141968,0.7701386213302612,0.7710340023040771,0.7695506811141968
