EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.7489774227142334,2.324040412902832,0.9842066764831543,0.8403818607330322
1,0.7591195106506348,2.4704596996307373,0.9632928967475891,0.8476390242576599
2,0.7488438487052917,2.4755451679229736,0.925862193107605,0.8024309873580933
3,0.7355206608772278,2.4291059970855713,0.9933348894119263,0.8448177576065063
4,0.762412965297699,2.3659543991088867,0.9511997103691101,0.8173096179962158
5,0.7810041308403015,2.443049669265747,1.0000110864639282,0.8572225570678711
6,0.7492610812187195,2.4382240772247314,0.9925024509429932,0.8259565830230713
7,0.7357473373413086,2.3838753700256348,6.541586399078369,5.941685676574707
8,0.749100923538208,2.306314706802368,2.763594388961792,3.6143758296966553
9,0.7382839322090149,2.3639516830444336,0.9872859716415405,0.7972096800804138
