EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.761923611164093,0.8112068772315979,0.7985194325447083,0.7619094252586365
1,0.763918936252594,0.8131901025772095,0.7985219359397888,0.7639193534851074
2,0.7590389847755432,0.7968364953994751,0.8176413178443909,0.7589954733848572
3,0.7496592402458191,0.7850810289382935,0.7939535975456238,0.7496354579925537
4,0.7374686002731323,0.7708660364151001,0.7895249724388123,0.7374569177627563
5,0.7714568376541138,0.7929603457450867,0.8279015421867371,0.77143794298172
6,0.7472074627876282,0.7850767374038696,0.795379638671875,0.7471888065338135
7,0.7493140697479248,0.7821177244186401,0.7987143397331238,0.7493172883987427
8,0.7664865255355835,0.8085500597953796,0.8105197548866272,0.7664785981178284
9,0.762158989906311,0.8107669949531555,0.7943917512893677,0.7621660828590393
