EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.7775356769561768,0.8137373924255371,0.803565502166748,0.7775350213050842
1,0.7569568753242493,0.7884910702705383,0.7847416400909424,0.7569595575332642
2,0.76099693775177,0.8007012605667114,0.7745391130447388,0.7610042691230774
3,0.7704281210899353,0.7960525155067444,0.8154264092445374,0.7704156637191772
4,0.7529999017715454,0.7729530930519104,0.8002094626426697,0.752984881401062
5,0.7609217762947083,0.7943898439407349,0.7912315726280212,0.760921061038971
6,0.7703217267990112,0.8038080930709839,0.7996095418930054,0.7703171372413635
7,0.7495766282081604,0.7783480286598206,0.7812637090682983,0.749572217464447
8,0.752180814743042,0.7752844095230103,0.7952033281326294,0.7521751523017883
9,0.72854083776474,0.7610300183296204,0.7564799785614014,0.7285463213920593
