EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.7508146166801453,0.8697890043258667,0.9176800847053528,0.7516381740570068
1,0.7511581778526306,0.8711400628089905,0.876232385635376,0.753454327583313
2,0.7597376704216003,0.8814405202865601,0.9393323659896851,0.7596650719642639
3,0.7589735388755798,0.9067173600196838,0.8960534930229187,0.758858323097229
4,0.7445728778839111,0.8820868730545044,0.8904969096183777,0.7448673844337463
5,0.7745553255081177,0.8884256482124329,0.917976975440979,0.7750670313835144
6,0.7471985220909119,0.869050920009613,0.946053147315979,0.7458946108818054
7,0.7881139516830444,0.9246984720230103,0.9554435610771179,0.7875466346740723
8,0.736556351184845,0.8427000045776367,0.8755090236663818,0.7366418242454529
9,0.7826751470565796,0.8948475122451782,0.9504517912864685,0.7826622128486633
