EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.7817363142967224,0.7893048524856567,0.7857016324996948,0.7817360758781433
1,0.743178129196167,0.7511492371559143,0.7465800642967224,0.7431778907775879
2,0.7546863555908203,0.7606335878372192,0.7606854438781738,0.7546863555908203
3,0.7635443210601807,0.7700768709182739,0.7682029604911804,0.7635442614555359
4,0.7675647139549255,0.773108959197998,0.7741135358810425,0.7675646543502808
5,0.7433618307113647,0.7452237606048584,0.7543373703956604,0.7433619499206543
6,0.743864119052887,0.7535141706466675,0.7458453178405762,0.7438637018203735
7,0.7467406392097473,0.7532446980476379,0.7530030012130737,0.7467405200004578
8,0.7306845188140869,0.7369706630706787,0.7356554865837097,0.7306843996047974
9,0.7614290118217468,0.76679527759552,0.7666008472442627,0.7614291906356812
