EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.7773475646972656,0.7941558957099915,0.8100817203521729,0.7773454189300537
1,0.7583717703819275,0.7796831130981445,0.7824594974517822,0.7583723664283752
2,0.7453161478042603,0.7644948959350586,0.7763007283210754,0.7453151941299438
3,0.7736738920211792,0.8000299334526062,0.7968957424163818,0.7736727595329285
4,0.7687082290649414,0.7912114858627319,0.7897576093673706,0.7687092423439026
5,0.770706057548523,0.7940976619720459,0.795079231262207,0.7707042694091797
6,0.7612160444259644,0.7913370728492737,0.7769695520401001,0.761217474937439
7,0.7710102796554565,0.790514349937439,0.8035376667976379,0.7710003852844238
8,0.7321206331253052,0.754550576210022,0.7511492371559143,0.7321228384971619
9,0.7699393033981323,0.7849286794662476,0.80385822057724,0.7699361443519592
