EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.7799151539802551,1.1248537302017212,0.9714620113372803,0.787039041519165
1,0.7468141317367554,1.138562560081482,1.0170371532440186,0.7485501170158386
2,0.7632809281349182,1.1189309358596802,1.04121994972229,0.7662816643714905
3,0.7438207864761353,1.0701369047164917,1.0055994987487793,0.7550255656242371
4,0.7579218745231628,1.1047958135604858,1.07183837890625,0.762740969657898
5,0.7514382600784302,1.0968908071517944,1.006439208984375,0.761195182800293
6,0.7453465461730957,1.109627604484558,1.0483360290527344,0.7465928792953491
7,0.7490237355232239,1.1184793710708618,1.0162532329559326,0.753635048866272
8,0.7575867176055908,1.090113639831543,1.0040167570114136,0.7690200805664062
9,0.7735989093780518,1.0671706199645996,1.1191447973251343,0.7746133804321289
