EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.6947033405303955,0.7511094808578491,0.7537675499916077,0.6947293281555176
1,0.7591649889945984,0.8069315552711487,0.8140751123428345,0.7591836452484131
2,0.7742534875869751,0.8176599144935608,0.8343876600265503,0.774228036403656
3,0.7962279319763184,0.8563185930252075,0.846712052822113,0.7962020039558411
4,0.7555863261222839,0.8068937659263611,0.8076225519180298,0.7556228637695312
5,0.7551604509353638,0.8048105835914612,0.8206831216812134,0.7550875544548035
6,0.7491599321365356,0.7990142107009888,0.81511390209198,0.7491260766983032
7,0.733584463596344,0.7755398750305176,0.7913119196891785,0.7335988879203796
8,0.7365551590919495,0.7780041098594666,0.8095859289169312,0.7365321516990662
9,0.7613956332206726,0.8061456084251404,0.8231849670410156,0.7613596320152283
