EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata,bayes_rawdata,bayes_atdata
0,0.7354164719581604,0.7750271558761597,0.7428581714630127,0.7726497650146484,0.7489704489707947,0.7611908912658691
1,0.7749936580657959,0.8091796636581421,0.7827159762382507,0.8075096607208252,0.7821771502494812,0.7931720018386841
2,0.7714723348617554,0.8003721237182617,0.7809295058250427,0.800602376461029,0.779659628868103,0.7873829007148743
3,0.7647129893302917,0.8120967745780945,0.772740364074707,0.8113096952438354,0.7672621011734009,0.7871590256690979
4,0.7597020268440247,0.808476448059082,0.7654077410697937,0.8054350018501282,0.765476644039154,0.7869797348976135
5,0.740115761756897,0.7714853286743164,0.7450835704803467,0.7684968113899231,0.7526793479919434,0.7642313838005066
6,0.7531329989433289,0.7880449295043945,0.761650562286377,0.7877504825592041,0.7648416757583618,0.7763385772705078
7,0.7644120454788208,0.7951942086219788,0.769362211227417,0.7917545437812805,0.7727701663970947,0.7826500535011292
8,0.7622584700584412,0.8151203393936157,0.768500804901123,0.812686026096344,0.7692021131515503,0.7915050983428955
9,0.7363614439964294,0.7874322533607483,0.7448216676712036,0.7881251573562622,0.752838671207428,0.7757929563522339
