EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata,bayes_rawdata,bayes_atdata
0,0.7513118982315063,0.7924891114234924,0.7526470422744751,0.7871161699295044,0.7662757635116577,0.7799092531204224
1,0.7654175162315369,0.8132131099700928,0.7764741778373718,0.8148775696754456,0.7683103680610657,0.7817337512969971
2,0.7620542645454407,0.806621789932251,0.7777609825134277,0.8136503100395203,0.7609561085700989,0.7745906710624695
3,0.7576875686645508,0.796255886554718,0.7629758715629578,0.794064998626709,0.7675038576126099,0.7779275178909302
4,0.7451637983322144,0.7829480171203613,0.7564265131950378,0.7869269251823425,0.762554943561554,0.7727139592170715
5,0.7530378699302673,0.8046759963035583,0.7635341882705688,0.8074681162834167,0.7668805718421936,0.784837007522583
6,0.7637429237365723,0.8215599656105042,0.7654333710670471,0.8162004351615906,0.7742408514022827,0.7940372824668884
7,0.7584525346755981,0.8027877807617188,0.7647188305854797,0.8026103377342224,0.7762676477432251,0.7905257344245911
8,0.7844248414039612,0.8337036967277527,0.7932476997375488,0.8347810506820679,0.787812352180481,0.8037416934967041
9,0.7575710415840149,0.8011571168899536,0.7689714431762695,0.8057451248168945,0.7744268178939819,0.7895068526268005
