EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata,bayes_rawdata,bayes_atdata
0,0.7472679018974304,0.8664695024490356,0.926116943359375,0.7593916058540344,0.8477440476417542,0.7571306824684143
1,0.7636615633964539,0.8908056616783142,0.9637969732284546,0.7753435969352722,0.8710929751396179,0.7698602676391602
2,0.754709005355835,0.8739149570465088,0.9705076217651367,0.7657540440559387,0.871773898601532,0.7607572078704834
3,0.761128842830658,0.8759827613830566,0.9576878547668457,0.776020884513855,0.8698198795318604,0.7717715501785278
4,0.7470236420631409,0.8752428293228149,0.9351438283920288,0.7617419362068176,0.8489502668380737,0.755949079990387
5,0.7542245388031006,0.8975727558135986,0.9338758587837219,0.7733908891677856,0.8467295169830322,0.766506016254425
6,0.8003467321395874,0.9177936911582947,1.0163054466247559,0.8174344301223755,0.9172165393829346,0.8101661205291748
7,0.7626405954360962,0.8873119354248047,0.9653975367546082,0.7660715579986572,0.8680514693260193,0.7606807351112366
8,0.7473731637001038,0.8760015964508057,0.9613185524940491,0.7644980549812317,0.862504780292511,0.7580168843269348
9,0.7559542655944824,0.9047231078147888,0.9121021032333374,0.7713817358016968,0.8314684629440308,0.7641669511795044
