EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata,bayes_rawdata,bayes_atdata
0,0.7743040919303894,0.7865784168243408,0.774168848991394,0.7864262461662292,0.7751624584197998,0.7859518527984619
1,0.7714719176292419,0.7898320555686951,0.7709161043167114,0.7892858982086182,0.7711343765258789,0.7874884009361267
2,0.7669159770011902,0.7852981686592102,0.767204225063324,0.7855681777000427,0.7675524353981018,0.7842017412185669
3,0.7555683255195618,0.781673789024353,0.7558737397193909,0.7819613814353943,0.7565205097198486,0.7810867428779602
4,0.7602748274803162,0.7602614164352417,0.7601847648620605,0.7601693272590637,0.7614894509315491,0.7614753842353821
5,0.7701241374015808,0.8003993034362793,0.7704113125801086,0.8006981015205383,0.7699585556983948,0.7978774905204773
6,0.7658332586288452,0.7762230038642883,0.7661624550819397,0.7764878869056702,0.7658044099807739,0.7746357917785645
7,0.7271257042884827,0.7292859554290771,0.7275579571723938,0.7297002673149109,0.727266252040863,0.7291128635406494
8,0.7578799724578857,0.7645013928413391,0.7581705451011658,0.764759361743927,0.7575981616973877,0.7631862163543701
9,0.764337420463562,0.7790378928184509,0.7634963393211365,0.7781945466995239,0.7644985914230347,0.7775751948356628
