EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata,bayes_rawdata,bayes_atdata
0,0.7354766726493835,0.7839494347572327,0.736055314540863,0.7832207679748535,0.7452918887138367,0.7678079009056091
1,0.7558383345603943,0.8002353310585022,0.7591164708137512,0.8019120693206787,0.7694118022918701,0.7906014323234558
2,0.7477438449859619,0.7824631929397583,0.7542051076889038,0.7869735956192017,0.7580249309539795,0.7711659669876099
3,0.7601746916770935,0.7997488379478455,0.7607822418212891,0.7992625832557678,0.7726984620094299,0.7914712429046631
4,0.7681437134742737,0.7996067404747009,0.7710648775100708,0.8006162047386169,0.7732006311416626,0.7859421968460083
5,0.7608819007873535,0.8040246367454529,0.7623035907745361,0.8042292594909668,0.7674980759620667,0.7869793176651001
6,0.7575836777687073,0.8117767572402954,0.7577834129333496,0.8110085129737854,0.7629210352897644,0.7906457781791687
7,0.7553022503852844,0.7934437990188599,0.757136881351471,0.7937297224998474,0.7638227939605713,0.7815818786621094
8,0.7528798580169678,0.7878676056861877,0.7544664144515991,0.7879413366317749,0.759782612323761,0.7733110189437866
9,0.7535840272903442,0.7862451672554016,0.7556716799736023,0.7868654727935791,0.7626906037330627,0.7774292230606079
