EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata,bayes_rawdata,bayes_atdata
0,0.7432761192321777,1.1443496942520142,1.2187988758087158,1.1971794366836548,0.7958844304084778,0.8072654604911804
1,0.7602785229682922,1.1836751699447632,1.2265735864639282,1.2635316848754883,0.8316775560379028,0.8439624905586243
2,0.7387400269508362,1.1630326509475708,1.209243893623352,1.212273359298706,0.802834689617157,0.8110408782958984
3,0.7556862831115723,1.214637279510498,1.2646653652191162,1.2638161182403564,0.8114544153213501,0.8220003843307495
4,0.756525993347168,1.1666150093078613,1.1924484968185425,1.2004629373550415,0.8156833052635193,0.8235272169113159
5,0.7560224533081055,1.241080403327942,1.2778868675231934,1.3202636241912842,0.803386926651001,0.8273208737373352
6,0.7345083951950073,1.1773535013198853,1.1606104373931885,1.1941641569137573,0.7959365844726562,0.8148160576820374
7,0.763236939907074,1.207528829574585,1.2791446447372437,1.2720671892166138,0.8197233080863953,0.8297132253646851
8,0.7522372603416443,1.2328280210494995,1.2552263736724854,1.286407709121704,0.8047984838485718,0.8288514018058777
9,0.7764286398887634,1.2143824100494385,1.2538450956344604,1.2720361948013306,0.8183292746543884,0.8362152576446533
