EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata,bayes_rawdata,bayes_atdata
0,0.7388836145401001,0.9586993455886841,0.8743446469306946,0.9744861125946045,0.771144688129425,0.7867555618286133
1,0.7581743597984314,0.9682337045669556,0.9251548051834106,1.0152559280395508,0.8024875521659851,0.8126855492591858
2,0.7689335346221924,0.9949867129325867,0.9062017798423767,1.0171895027160645,0.800131618976593,0.8166614174842834
3,0.7652320861816406,0.9894095063209534,0.8785461783409119,1.0069546699523926,0.802219569683075,0.826045036315918
4,0.743414580821991,0.9557662606239319,0.841046154499054,0.9702603816986084,0.7956604361534119,0.8178607225418091
5,0.7624874711036682,0.9547264575958252,0.8631623387336731,0.9621462225914001,0.8018237948417664,0.8189821839332581
6,0.7689835429191589,1.0037068128585815,0.8715994358062744,1.0095512866973877,0.8098687529563904,0.8325595259666443
7,0.7549219131469727,0.952396035194397,0.8450750112533569,0.9564328789710999,0.8053255677223206,0.8185281753540039
8,0.7276488542556763,0.9512075185775757,0.8438018560409546,0.9648034572601318,0.7770642042160034,0.7945845127105713
9,0.7802517414093018,1.006514072418213,0.8950262665748596,1.0168598890304565,0.807354748249054,0.8318766355514526
