EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata,bayes_rawdata,bayes_atdata
0,0.7498252391815186,1.3727120161056519,1.1887177228927612,0.9056388735771179,0.7950938940048218,0.8294969797134399
1,0.7672331929206848,1.3363699913024902,1.1030033826828003,0.9204278588294983,0.8212106823921204,0.8612757921218872
2,0.7534021735191345,1.3871383666992188,0.8674836158752441,0.8987924456596375,0.7992959022521973,0.8362570405006409
3,0.7243508696556091,1.355126142501831,1.1661618947982788,0.8839837312698364,0.7728813290596008,0.7969682812690735
4,0.7748836278915405,1.4105745553970337,1.2385557889938354,0.9526609182357788,0.8079917430877686,0.8562827706336975
5,0.7636982202529907,1.3748008012771606,1.0620386600494385,0.899024486541748,0.8118887543678284,0.8441526889801025
6,0.728380560874939,1.4447559118270874,1.127774715423584,0.9277032017707825,0.759309709072113,0.8255974054336548
7,0.7763530611991882,1.387495756149292,0.9552296996116638,0.8708348870277405,0.8123798370361328,0.8490060567855835
8,0.765805184841156,1.3970164060592651,1.2644835710525513,0.9574674367904663,0.8073905110359192,0.8442378044128418
9,0.7235271334648132,1.378055453300476,1.1954551935195923,0.9228871464729309,0.7633716464042664,0.8089324831962585
