EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata,bayes_rawdata,bayes_atdata
0,0.7354530096054077,0.7443912625312805,0.7347803711891174,0.7437135577201843,0.7709138989448547,0.7744554281234741
1,0.7751872539520264,0.783662736415863,0.7756418585777283,0.7841032147407532,,
2,0.7477457523345947,0.747711181640625,0.7487125992774963,0.7486751675605774,0.7704321146011353,0.7704134583473206
3,0.7514246106147766,0.7859671711921692,0.7516080141067505,0.786230742931366,,
4,0.7234354019165039,0.7255997657775879,0.7243018746376038,0.7264593243598938,,
5,0.749112606048584,0.7504960298538208,0.7491240501403809,0.7504974007606506,,
6,0.7069922089576721,0.7070881724357605,0.706794261932373,0.7068874835968018,,
7,0.7656386494636536,0.7844471335411072,0.7659009099006653,0.784716784954071,0.7887940406799316,0.8033731579780579
8,0.7640631794929504,0.7655852437019348,0.7642219662666321,0.7657386064529419,0.7981898784637451,0.798457682132721
9,0.7404013276100159,0.7540072202682495,0.7402346730232239,0.7538399696350098,,
