EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata,bayes_rawdata,bayes_atdata
0,0.7643190026283264,0.9039112329483032,0.8231094479560852,0.9291151165962219,0.8092817068099976,0.8211339712142944
1,0.7604146003723145,0.8971719741821289,0.8110719323158264,0.9141032099723816,0.8036478757858276,0.8166719675064087
2,0.7341135144233704,0.8951769471168518,0.779209315776825,0.8981361985206604,0.7652970552444458,0.7757285237312317
3,0.7699637413024902,0.909387469291687,0.8187689185142517,0.9237282276153564,0.8136806488037109,0.8262455463409424
4,0.7520757913589478,0.9016641974449158,0.8093913793563843,0.9195221662521362,0.7877815961837769,0.7991838455200195
5,0.7679332494735718,0.92205810546875,0.8168776035308838,0.9332544803619385,0.8061951994895935,0.8139580488204956
6,0.7517797350883484,0.9210531115531921,0.7994192242622375,0.9354192018508911,0.8066421151161194,0.8254708051681519
7,0.74076247215271,0.9283995032310486,0.7829476594924927,0.9349411129951477,0.7761391401290894,0.7984145879745483
8,0.7409622669219971,0.913794994354248,0.7986283898353577,0.9323188066482544,0.7840260863304138,0.8014958500862122
9,0.7513883113861084,0.9103443622589111,0.8040927052497864,0.9269317984580994,0.7864324450492859,0.8058183789253235
