EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata,bayes_rawdata,bayes_atdata
0,0.7337807416915894,0.8322950005531311,0.737689733505249,0.8321292996406555,0.7578831911087036,0.7723932862281799
1,0.7611091136932373,0.7986212968826294,0.7690807580947876,0.8007347583770752,0.7946617007255554,0.7957010269165039
2,0.7336852550506592,0.8276172876358032,0.7488826513290405,0.8373047709465027,0.7770448327064514,0.7899805903434753
3,0.7580229640007019,0.8719125986099243,0.7736974954605103,0.8824243545532227,0.790695071220398,0.8109232783317566
4,0.7502924203872681,0.8510446548461914,0.76567542552948,0.8618243932723999,0.7819896340370178,0.7962440252304077
5,0.7558743357658386,0.8550689220428467,0.7641136050224304,0.8593313694000244,0.7943135499954224,0.8090807795524597
6,0.7643389105796814,0.8835172057151794,0.7742432355880737,0.8898711204528809,0.7944924235343933,0.8141444325447083
7,0.7401911616325378,0.8210697174072266,0.7541516423225403,0.8296133279800415,0.7897598147392273,0.8034128546714783
8,0.7591731548309326,0.86296546459198,0.7740824818611145,0.8719295859336853,0.7931243777275085,0.8063821196556091
9,0.763202965259552,0.8600084185600281,0.7616413235664368,0.8554595112800598,0.8101393580436707,0.8275826573371887
