EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.7596178650856018,0.7680303454399109,0.7693485021591187,0.7596179246902466
1,0.771338701248169,0.7794170379638672,0.7821711897850037,0.771338701248169
2,0.7418934106826782,0.7554609179496765,0.7490679025650024,0.7418932318687439
3,0.7588139772415161,0.7632397413253784,0.7731052041053772,0.7588143348693848
4,0.7650560736656189,0.7724437117576599,0.778346836566925,0.7650560736656189
5,0.7787337899208069,0.7876578569412231,0.7898034453392029,0.7787336707115173
6,0.7465344667434692,0.7541347742080688,0.758672833442688,0.7465344667434692
7,0.7672203183174133,0.7764753103256226,0.7769883871078491,0.7672203779220581
8,0.7695832848548889,0.7759720683097839,0.7825128436088562,0.7695834636688232
9,0.7616157531738281,0.7640706300735474,0.7812551259994507,0.7616156935691833
10,0.7528212070465088,0.7654367089271545,0.7607350945472717,0.7528209686279297
11,0.7453181147575378,0.755584716796875,0.7530022859573364,0.7453182935714722
12,0.7532318234443665,0.7594479918479919,0.7675207257270813,0.753231942653656
13,0.7523462772369385,0.7613058090209961,0.7647367715835571,0.7523460388183594
14,0.741833508014679,0.753987729549408,0.7487955093383789,0.7418333888053894
15,0.7488852143287659,0.7603971362113953,0.7568327188491821,0.7488851547241211
16,0.7662491202354431,0.7738946080207825,0.7786934971809387,0.7662492394447327
17,0.7705927491188049,0.7842062711715698,0.7769737839698792,0.7705923914909363
18,0.7679035663604736,0.777830183506012,0.7791375517845154,0.7679035663604736
19,0.7511925101280212,0.7621881365776062,0.7611416578292847,0.7511925101280212
20,0.7531619668006897,0.7672742009162903,0.7578051686286926,0.7531616687774658
21,0.7706648111343384,0.7730095386505127,0.7880675196647644,0.7706650495529175
22,0.7788466811180115,0.7847321629524231,0.7935749292373657,0.7788467407226562
23,0.7679576277732849,0.7756114602088928,0.7803018689155579,0.7679575681686401
24,0.7648371458053589,0.7750621438026428,0.7740300893783569,0.7648371458053589
25,0.7363845705986023,0.7466325163841248,0.7454283833503723,0.7363845705986023
26,0.7492297291755676,0.7561743855476379,0.7650775909423828,0.7492297291755676
27,0.7537727952003479,0.7626790404319763,0.7651034593582153,0.7537727355957031
28,0.7615358233451843,0.7703208923339844,0.7722522020339966,0.7615358829498291
29,0.7804901003837585,0.793513298034668,0.784923255443573,0.780489981174469
30,0.773088812828064,0.7894608378410339,0.7766700387001038,0.7730883359909058
31,0.7409486770629883,0.7493911385536194,0.750136137008667,0.7409487962722778
32,0.7358972430229187,0.7472000122070312,0.7453480362892151,0.7358971238136292
33,0.7620599865913391,0.7654032707214355,0.780158519744873,0.7620602250099182
34,0.7552013993263245,0.7693684697151184,0.7617438435554504,0.7552011609077454
35,0.7597362399101257,0.7684022188186646,0.7699867486953735,0.7597361207008362
36,0.7390230298042297,0.7457042336463928,0.7525213956832886,0.7390231490135193
37,0.7753416895866394,0.7855532169342041,0.7869381904602051,0.7753414511680603
38,0.77970290184021,0.7932851910591125,0.7832878828048706,0.7797025442123413
39,0.7444483637809753,0.7501481771469116,0.7593961954116821,0.7444486021995544
40,0.7594422698020935,0.7683535218238831,0.7724241614341736,0.7594422101974487
41,0.7671703100204468,0.7794735431671143,0.7754451036453247,0.7671699523925781
42,0.7536342740058899,0.7681315541267395,0.7578924894332886,0.7536338567733765
43,0.7430376410484314,0.7482113838195801,0.759336531162262,0.7430378198623657
44,0.7392781972885132,0.74427729845047,0.7558702230453491,0.7392784953117371
45,0.7623096704483032,0.7734590172767639,0.7716043591499329,0.7623092532157898
46,0.7740742564201355,0.788077175617218,0.7792507410049438,0.7740738391876221
47,0.7641333341598511,0.7721536755561829,0.7764319181442261,0.764133095741272
48,0.7486286163330078,0.7564558982849121,0.760127067565918,0.7486286163330078
49,0.773995041847229,0.7822704315185547,0.7873041033744812,0.7739949822425842
