EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata,bayes_rawdata,bayes_atdata
0,0.755437970161438,1.315290927886963,1.2612026929855347,0.9754714965820312,0.799298107624054,0.8273651003837585
1,0.7424883842468262,1.3556665182113647,1.2558258771896362,0.9767735600471497,0.7839363217353821,0.8168556094169617
2,0.781463623046875,1.3624228239059448,1.2476084232330322,0.9976614713668823,0.8105924725532532,0.8462311029434204
3,0.7425515055656433,1.298142910003662,1.1870671510696411,0.9516249299049377,0.786673367023468,0.8245859742164612
4,0.7572616934776306,1.297015905380249,1.1991039514541626,0.9798901081085205,0.8000133037567139,0.8400281071662903
5,0.7648404240608215,1.3656463623046875,1.2324556112289429,0.980217456817627,0.8068211078643799,0.8483666181564331
6,0.7382392287254333,1.2803797721862793,1.189610481262207,0.9223667979240417,0.7773798704147339,0.813445508480072
7,0.7536344528198242,1.3530186414718628,1.1821805238723755,0.9674749970436096,0.7866469621658325,0.8428454399108887
8,0.7528989911079407,1.282567024230957,1.255073070526123,0.9667428135871887,0.7962604761123657,0.8201316595077515
9,0.7808485627174377,1.3422261476516724,1.2832520008087158,0.988735020160675,0.8089033365249634,0.8400623798370361
