EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata,bayes_rawdata,bayes_atdata
0,0.7529953718185425,1.4469398260116577,1.2536247968673706,0.9564869403839111,0.7843372821807861,0.8353551030158997
1,0.7720603346824646,1.397344708442688,1.2073174715042114,0.965738832950592,0.8172410726547241,0.8599233627319336
2,0.7337237596511841,1.3949565887451172,1.1203298568725586,0.9183240532875061,0.7804869413375854,0.831303060054779
3,0.7356540560722351,1.3655056953430176,1.191369891166687,0.9126213788986206,0.7755213975906372,0.8117741346359253
4,0.7379472851753235,1.3800861835479736,1.1593282222747803,0.915856122970581,0.7826617360115051,0.8228896856307983
5,0.7427705526351929,1.3404655456542969,1.2081949710845947,0.9110661745071411,0.7994186282157898,0.8169981837272644
6,0.730009913444519,1.3324047327041626,1.1769267320632935,0.890752911567688,0.7841247320175171,0.8085343837738037
7,0.7720485329627991,1.464571237564087,1.2439085245132446,0.9625276923179626,0.7899487018585205,0.8501163125038147
8,0.7431695461273193,1.3592214584350586,1.1419758796691895,0.9036208987236023,0.7842526435852051,0.8154664039611816
9,0.7514186501502991,1.4367417097091675,1.075660228729248,0.8956816792488098,0.7776893377304077,0.8271958827972412
