EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata,bayes_rawdata,bayes_atdata
0,0.76308274269104,0.8735290765762329,0.7627946734428406,0.8700535893440247,0.7925329804420471,0.8113288283348083
1,0.7518081665039062,0.8246006369590759,0.7636306881904602,0.8311625123023987,0.7941945791244507,0.8020310997962952
2,0.7473735809326172,0.8315263986587524,0.751237154006958,0.8320832848548889,0.7891846299171448,0.8011652827262878
3,0.7433655858039856,0.8368392586708069,0.7483676671981812,0.8380917906761169,0.7922922968864441,0.8080474734306335
4,0.7627623677253723,0.8501530289649963,0.7722343802452087,0.8551811575889587,0.802872896194458,0.8179829120635986
5,0.7479468584060669,0.8421944379806519,0.7640195488929749,0.8520743250846863,0.7814931273460388,0.7957237958908081
6,0.743415892124176,0.8068910241127014,0.758394181728363,0.816577672958374,0.7828425168991089,0.7876222729682922
7,0.7645622491836548,0.8557495474815369,0.7768828868865967,0.8636323809623718,0.7994559407234192,0.8139969110488892
8,0.7526930570602417,0.8614338636398315,0.7511511445045471,0.8571757674217224,0.7979059815406799,0.8186241984367371
9,0.768986701965332,0.8491347432136536,0.7872127890586853,0.8614376187324524,0.8073331713676453,0.8203200697898865
