EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata,bayes_rawdata,bayes_atdata
0,0.739753007888794,0.9712111353874207,0.8661794662475586,0.9821730852127075,0.7773339748382568,0.7980765700340271
1,0.7613359093666077,0.954365611076355,0.9446954727172852,1.0036566257476807,0.7961729168891907,0.8015869855880737
2,0.7343423366546631,0.9658239483833313,0.8804018497467041,0.980744481086731,0.7714648842811584,0.7878459692001343
3,0.7484240531921387,1.0052640438079834,0.8718826174736023,1.0149497985839844,0.7885938882827759,0.8181647658348083
4,0.7804118394851685,1.0082123279571533,0.9240394234657288,1.0196590423583984,0.8032389283180237,0.8200199007987976
5,0.7209615707397461,0.9865685701370239,0.8513519763946533,0.9912376999855042,0.7571600675582886,0.7817824482917786
6,0.7247626781463623,0.9939547777175903,0.8458687663078308,1.0061951875686646,0.779180109500885,0.8085655570030212
7,0.7444701194763184,0.9676495790481567,0.8859712481498718,0.9834098815917969,0.7745245099067688,0.7880293726921082
8,0.7658053040504456,0.9939555525779724,0.9118182063102722,1.0132354497909546,0.7960121035575867,0.8105848431587219
9,0.766936182975769,1.0439822673797607,0.8914223313331604,1.0579124689102173,0.8129691481590271,0.8453895449638367
