EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.7520872950553894,0.7525086402893066,0.7523348331451416,0.7520871758460999
1,0.7616930603981018,0.7623386979103088,0.7617250084877014,0.7616927623748779
2,0.7440668344497681,0.745215117931366,0.7435149550437927,0.7440665364265442
3,0.7239044308662415,0.7256889343261719,0.7227765321731567,0.7239038944244385
4,0.7437881231307983,0.7442916631698608,0.743951141834259,0.743787944316864
5,0.7473324537277222,0.7479695677757263,0.7473288178443909,0.7473323941230774
6,0.7706289291381836,0.7721154689788818,0.7697871327400208,0.7706284523010254
7,0.7438787817955017,0.7447347044944763,0.7436705827713013,0.7438784837722778
8,0.7304405570030212,0.730667233467102,0.7308452129364014,0.7304405570030212
9,0.7517343759536743,0.7526944279670715,0.7514147162437439,0.7517341375350952
