EXP,raw_cleandata,raw_atdata,nash_rawdata,nash_atdata
0,0.7518330812454224,0.811488687992096,0.8064202070236206,0.7517628073692322
1,0.7529642581939697,0.80129075050354,0.8035799860954285,0.7530462741851807
2,0.7601478695869446,0.8061659336090088,0.8182596564292908,0.7601049542427063
3,0.7817129492759705,0.8210179209709167,0.8486401438713074,0.7816523909568787
4,0.7655031085014343,0.8160416483879089,0.8236973881721497,0.765426754951477
5,0.7551592588424683,0.8131563067436218,0.7969748377799988,0.7551980018615723
6,0.7600305080413818,0.8018963932991028,0.8235043287277222,0.7599993944168091
7,0.7428489923477173,0.7889856696128845,0.8090497255325317,0.7428451180458069
8,0.7437125444412231,0.7873458862304688,0.802625834941864,0.7437096238136292
9,0.7716655135154724,0.8114445209503174,0.8399819135665894,0.7716352343559265
