Epoch,Loss
0,126584.8359375
1,125921.9609375
2,125311.1171875
3,124741.6796875
4,124206.296875
5,123699.0546875
6,123215.1484375
7,122750.5546875
8,122301.796875
9,121865.9609375
10,121440.421875
11,121022.828125
12,120611.1015625
13,120203.2734375
14,119797.46875
15,119391.9453125
16,118984.96875
17,118574.828125
18,118159.78125
19,117738.015625
20,117307.6796875
21,116866.7421875
22,116413.1171875
23,115944.4140625
24,115458.0546875
25,114951.1015625
26,114420.296875
27,113861.8515625
28,113271.3671875
29,112643.8203125
30,111973.140625
31,111252.15625
32,110472.2265625
33,109622.75
34,108690.6796875
35,107659.671875
36,106509.0390625
37,105212.0703125
38,103733.7578125
39,102027.4765625
40,100029.609375
41,97651.609375
42,94767.1640625
43,91191.8515625
44,86651.25
45,80735.1484375
46,72857.8203125
47,62351.0859375
48,49169.6484375
49,35735.3203125
50,26477.28515625
51,21770.140625
52,18969.998046875
53,16771.529296875
54,14885.0673828125
55,13246.509765625
56,11822.7763671875
57,10586.123046875
58,9512.052734375
59,8579.099609375
60,7768.5703125
61,7064.228515625
62,6451.97998046875
63,5919.591796875
64,5456.455078125
65,5053.36328125
66,4702.33447265625
67,4396.44140625
68,4129.6787109375
69,3896.838623046875
70,3693.40869140625
71,3515.472412109375
72,3359.638671875
73,3222.97021484375
74,3102.921142578125
75,2997.289794921875
76,2904.166259765625
77,2821.90087890625
78,2749.06787109375
79,2684.431396484375
80,2626.925048828125
81,2575.628173828125
82,2529.74365234375
83,2488.584228515625
84,2451.556396484375
85,2418.14599609375
86,2387.91162109375
87,2360.46923828125
88,2335.487060546875
89,2312.6796875
90,2291.79736328125
91,2272.625244140625
92,2254.97509765625
93,2238.68505859375
94,2223.61181640625
95,2209.6318359375
96,2196.634521484375
97,2184.525390625
98,2173.219970703125
99,2162.6435546875
100,2152.730224609375
101,2143.421142578125
102,2134.66552734375
103,2126.41650390625
104,2118.63232421875
105,2111.276123046875
106,2104.31494140625
107,2097.718017578125
108,2091.457763671875
109,2085.510986328125
110,2079.855712890625
111,2074.469970703125
112,2069.33642578125
113,2064.438720703125
114,2059.760009765625
115,2055.287841796875
116,2051.00830078125
117,2046.910400390625
118,2042.9830322265625
119,2039.2156982421875
120,2035.5989990234375
121,2032.125
122,2028.785400390625
123,2025.5728759765625
124,2022.48046875
125,2019.502197265625
126,2016.631591796875
127,2013.863525390625
128,2011.19287109375
129,2008.614501953125
130,2006.1239013671875
131,2003.7169189453125
132,2001.3900146484375
