Epoch,Loss
0,123661.34375
1,123285.0859375
2,122925.7578125
3,122579.625
4,122244.7109375
5,121919.3828125
6,121602.2265625
7,121291.9765625
8,120987.5
9,120687.7265625
10,120391.71875
11,120098.53125
12,119807.359375
13,119517.359375
14,119227.734375
15,118937.7109375
16,118646.5234375
17,118353.3984375
18,118057.5625
19,117758.2578125
20,117454.59375
21,117145.7734375
22,116830.8671875
23,116508.921875
24,116178.890625
25,115839.6875
26,115490.09375
27,115128.7578125
28,114754.2421875
29,114364.890625
30,113958.828125
31,113534.0546875
32,113088.171875
33,112618.53125
34,112121.96875
35,111594.9453125
36,111033.265625
37,110431.9609375
38,109785.171875
39,109085.90625
40,108325.640625
41,107494.0390625
42,106578.3359375
43,105562.53125
44,104426.4453125
45,103144.09375
46,101681.6328125
47,99994.0703125
48,98020.5625
49,95676.859375
50,92843.8046875
51,89348.9765625
52,84937.8359375
53,79232.3359375
54,71690.0625
55,61660.62890625
56,48930.703125
57,35395.08203125
58,25444.08984375
59,20322.78515625
60,17516.310546875
61,15453.9814453125
62,13725.486328125
63,12235.09375
64,10943.1572265625
65,9821.8193359375
66,8848.0703125
67,8002.22705078125
68,7267.279296875
69,6628.49560546875
70,6073.1025390625
71,5590.01708984375
72,5169.6298828125
73,4803.6064453125
74,4484.71484375
75,4206.6826171875
76,3964.0732421875
77,3752.173583984375
78,3566.8955078125
79,3404.696044921875
80,3262.507568359375
81,3137.671875
82,3027.886962890625
83,2931.159912109375
84,2845.766357421875
85,2770.215087890625
86,2703.215576171875
87,2643.65283203125
88,2590.56396484375
89,2543.117431640625
90,2500.59326171875
91,2462.37109375
92,2427.9150390625
93,2396.76171875
94,2368.51025390625
95,2342.8154296875
96,2319.37646484375
97,2297.935791015625
98,2278.2666015625
99,2260.174072265625
100,2243.4873046875
101,2228.0595703125
102,2213.76025390625
103,2200.475830078125
104,2188.10693359375
105,2176.56591796875
106,2165.776123046875
107,2155.66796875
108,2146.18212890625
109,2137.263916015625
110,2128.8662109375
111,2120.94482421875
112,2113.462890625
113,2106.38525390625
114,2099.680419921875
115,2093.3212890625
116,2087.2822265625
117,2081.5400390625
118,2076.07470703125
119,2070.86669921875
120,2065.89892578125
121,2061.15576171875
122,2056.622802734375
123,2052.28564453125
124,2048.13427734375
125,2044.156005859375
126,2040.3408203125
127,2036.6796875
128,2033.163330078125
129,2029.78369140625
130,2026.53369140625
131,2023.4056396484375
132,2020.3929443359375
133,2017.49072265625
134,2014.692138671875
135,2011.992431640625
136,2009.3863525390625
137,2006.8697509765625
138,2004.4378662109375
139,2002.0870361328125
140,1999.8134765625
141,1997.6131591796875
142,1995.4832763671875
143,1993.420654296875
144,1991.421875
145,1989.484130859375
146,1987.60546875
147,1985.7825927734375
148,1984.013916015625
149,1982.296630859375
