Epoch,Loss
0,123041.2109375
1,122815.5859375
2,122596.6796875
3,122382.890625
4,122173.5546875
5,121968.1640625
6,121766.2890625
7,121567.4765625
8,121371.3828125
9,121177.65625
10,120985.96875
11,120795.9921875
12,120607.390625
13,120419.921875
14,120233.265625
15,120047.1640625
16,119861.3359375
17,119675.546875
18,119489.4921875
19,119302.953125
20,119115.6328125
21,118927.3203125
22,118737.7109375
23,118546.515625
24,118353.4765625
25,118158.3359375
26,117960.7734375
27,117760.4765625
28,117557.109375
29,117350.3671875
30,117139.875
31,116925.2734375
32,116706.125
33,116482.0234375
34,116252.484375
35,116017.0390625
36,115775.1015625
37,115526.109375
38,115269.4765625
39,115004.4140625
40,114730.203125
41,114446.0
42,114150.859375
43,113843.71875
44,113523.4609375
45,113188.7578125
46,112838.1875
47,112470.0390625
48,112082.5
49,111673.40625
50,111240.296875
51,110780.390625
52,110290.4140625
53,109766.5390625
54,109204.2890625
55,108598.390625
56,107942.484375
57,107229.0234375
58,106448.8046875
59,105590.5546875
60,104640.3125
61,103580.5390625
62,102389.0625
63,101037.1796875
64,99487.3671875
65,97689.5703125
66,95575.65625
67,93050.953125
68,89980.8671875
69,86169.5078125
70,81326.6015625
71,75021.0546875
72,66643.6484375
73,55524.09375
74,41748.734375
75,28205.1796875
76,19550.357421875
77,15589.7568359375
78,13505.388671875
79,11988.310546875
80,10720.21484375
81,9626.78125
82,8678.3857421875
83,7854.7392578125
84,7139.08642578125
85,6517.0478515625
86,5976.1787109375
87,5505.68798828125
88,5096.224609375
89,4739.66943359375
90,4428.9853515625
91,4158.0693359375
92,3921.629150390625
93,3715.078125
94,3534.435302734375
95,3376.25634765625
96,3237.554443359375
97,3115.742431640625
98,3008.580322265625
99,2914.12890625
100,2830.7109375
101,2756.875732421875
102,2691.367919921875
103,2633.10400390625
104,2581.146728515625
105,2534.685791015625
106,2493.023193359375
107,2455.55517578125
108,2421.759033203125
109,2391.185546875
110,2363.4443359375
111,2338.198974609375
112,2315.158935546875
113,2294.07080078125
114,2274.71435546875
115,2256.9013671875
116,2240.465087890625
117,2225.260498046875
118,2211.162109375
119,2198.05908203125
120,2185.853515625
121,2174.4609375
122,2163.80517578125
123,2153.819580078125
124,2144.445556640625
