Epoch,Loss
0,121183.0234375
1,120858.6328125
2,120537.5859375
3,120218.078125
4,119898.9921875
5,119579.3203125
6,119258.125
7,118934.421875
8,118607.2109375
9,118275.5078125
10,117938.2421875
11,117594.28125
12,117242.4453125
13,116881.4609375
14,116509.9765625
15,116126.421875
16,115729.1796875
17,115316.3203125
18,114885.7734375
19,114435.21875
20,113961.9140625
21,113462.8125
22,112934.2734375
23,112372.1640625
24,111771.546875
25,111126.6015625
26,110430.3828125
27,109674.453125
28,108848.4921875
29,107939.828125
30,106932.578125
31,105806.578125
32,104536.015625
33,103087.0546875
34,101414.6953125
35,99457.8828125
36,97131.84375
37,94316.359375
38,90836.296875
39,86431.4453125
40,80711.2265625
41,73105.546875
42,62905.7109375
43,49804.46484375
44,35688.19140625
45,25284.822265625
46,20091.404296875
47,17363.423828125
48,15362.9306640625
49,13665.095703125
50,12189.4765625
51,10905.853515625
52,9790.1943359375
53,8820.8681640625
54,7978.68994140625
55,7246.8623046875
56,6610.76220703125
57,6057.6865234375
58,5576.61083984375
59,5157.96142578125
60,4793.44580078125
61,4475.85791015625
62,4198.9580078125
63,3957.328857421875
64,3746.27880859375
65,3561.73779296875
66,3400.17822265625
67,3258.543701171875
68,3134.188720703125
69,3024.82080078125
70,2928.455322265625
71,2843.376220703125
72,2768.096923828125
73,2701.334716796875
74,2641.979248046875
75,2589.06982421875
76,2541.779296875
77,2499.392578125
78,2461.289794921875
79,2426.93896484375
80,2395.878173828125
81,2367.70849609375
82,2342.084228515625
83,2318.709716796875
84,2297.323974609375
85,2277.704345703125
86,2259.656005859375
87,2243.009765625
88,2227.61669921875
89,2213.348876953125
90,2200.093017578125
91,2187.750732421875
92,2176.233154296875
93,2165.4638671875
94,2155.376220703125
95,2145.9072265625
96,2137.00537109375
97,2128.62255859375
98,2120.715087890625
99,2113.245849609375
100,2106.1796875
101,2099.485595703125
102,2093.136474609375
103,2087.1064453125
104,2081.373291015625
105,2075.91552734375
106,2070.71484375
107,2065.754150390625
108,2061.01708984375
109,2056.490234375
110,2052.159423828125
111,2048.012939453125
112,2044.0399169921875
113,2040.2296142578125
114,2036.5726318359375
115,2033.0606689453125
116,2029.685302734375
117,2026.4385986328125
118,2023.3143310546875
119,2020.30517578125
120,2017.4056396484375
121,2014.610107421875
122,2011.9129638671875
123,2009.309814453125
124,2006.7960205078125
125,2004.3663330078125
126,2002.01806640625
127,1999.7467041015625
128,1997.5487060546875
129,1995.420654296875
130,1993.3597412109375
131,1991.3626708984375
132,1989.4271240234375
133,1987.5498046875
134,1985.728759765625
135,1983.961669921875
136,1982.2459716796875
137,1980.5799560546875
138,1978.9610595703125
139,1977.3876953125
140,1975.8582763671875
141,1974.370849609375
142,1972.923828125
143,1971.51611328125
144,1970.145751953125
145,1968.8111572265625
146,1967.51171875
147,1966.2457275390625
148,1965.011474609375
149,1963.8092041015625
150,1962.636474609375
151,1961.492919921875
152,1960.377685546875
153,1959.2894287109375
154,1958.227294921875
155,1957.1905517578125
156,1956.17822265625
157,1955.189697265625
158,1954.2239990234375
159,1953.280517578125
160,1952.35888671875
161,1951.4576416015625
162,1950.57666015625
163,1949.715576171875
164,1948.873291015625
165,1948.0491943359375
166,1947.2431640625
167,1946.4544677734375
168,1945.682373046875
169,1944.9266357421875
170,1944.18701171875
171,1943.462646484375
172,1942.75341796875
173,1942.05859375
174,1941.377685546875
175,1940.710693359375
176,1940.0572509765625
177,1939.4166259765625
178,1938.788818359375
179,1938.1734619140625
180,1937.5697021484375
181,1936.977783203125
182,1936.3973388671875
183,1935.827880859375
184,1935.26904296875
185,1934.7208251953125
186,1934.1832275390625
187,1933.6556396484375
188,1933.137451171875
189,1932.6287841796875
190,1932.12939453125
191,1931.6390380859375
192,1931.157470703125
193,1930.6849365234375
194,1930.220458984375
195,1929.7642822265625
196,1929.316162109375
197,1928.8758544921875
198,1928.44287109375
199,1928.0174560546875
200,1927.599853515625
201,1927.1888427734375
202,1926.7850341796875
203,1926.3876953125
204,1925.9971923828125
205,1925.61376953125
206,1925.2362060546875
207,1924.864501953125
208,1924.49951171875
209,1924.1405029296875
210,1923.787109375
211,1923.43896484375
212,1923.09716796875
213,1922.760498046875
214,1922.42919921875
215,1922.10302734375
216,1921.7822265625
217,1921.4661865234375
218,1921.1556396484375
219,1920.8492431640625
220,1920.547607421875
221,1920.2508544921875
222,1919.9586181640625
223,1919.6707763671875
224,1919.387451171875
225,1919.108154296875
226,1918.8330078125
227,1918.56201171875
228,1918.295166015625
229,1918.0323486328125
230,1917.773193359375
231,1917.51806640625
232,1917.2664794921875
233,1917.0184326171875
234,1916.774169921875
235,1916.533447265625
236,1916.296142578125
237,1916.0621337890625
238,1915.831298828125
239,1915.60400390625
240,1915.3798828125
241,1915.1590576171875
242,1914.94091796875
243,1914.72607421875
244,1914.5140380859375
245,1914.3050537109375
246,1914.098876953125
247,1913.8955078125
248,1913.6949462890625
249,1913.496826171875
250,1913.302001953125
251,1913.109375
252,1912.91943359375
253,1912.732177734375
254,1912.54736328125
255,1912.36474609375
256,1912.1844482421875
257,1912.0068359375
258,1911.8316650390625
259,1911.6583251953125
260,1911.48779296875
261,1911.3192138671875
262,1911.1527099609375
263,1910.9886474609375
264,1910.8265380859375
265,1910.6663818359375
266,1910.5081787109375
267,1910.352294921875
268,1910.1981201171875
269,1910.0460205078125
270,1909.8958740234375
271,1909.7474365234375
272,1909.6011962890625
273,1909.456298828125
274,1909.3135986328125
275,1909.1727294921875
276,1909.033447265625
277,1908.8956298828125
278,1908.7598876953125
279,1908.62548828125
280,1908.49267578125
281,1908.3616943359375
282,1908.2320556640625
283,1908.1043701171875
284,1907.97802734375
285,1907.8531494140625
286,1907.7296142578125
287,1907.607666015625
288,1907.4873046875
289,1907.368408203125
290,1907.25048828125
291,1907.1343994140625
292,1907.01953125
293,1906.9058837890625
294,1906.793701171875
295,1906.6827392578125
296,1906.5732421875
297,1906.4647216796875
298,1906.35791015625
299,1906.2518310546875
300,1906.147216796875
301,1906.043701171875
302,1905.94140625
303,1905.8402099609375
304,1905.7403564453125
305,1905.641357421875
306,1905.543701171875
307,1905.4468994140625
308,1905.3511962890625
309,1905.2568359375
310,1905.1634521484375
311,1905.0709228515625
312,1904.9793701171875
313,1904.88916015625
314,1904.799560546875
315,1904.711181640625
316,1904.623779296875
317,1904.5374755859375
318,1904.45166015625
319,1904.366943359375
320,1904.2833251953125
321,1904.200439453125
322,1904.11865234375
323,1904.03759765625
324,1903.95751953125
325,1903.8782958984375
326,1903.7998046875
327,1903.721923828125
328,1903.6451416015625
329,1903.5693359375
330,1903.4940185546875
331,1903.4197998046875
332,1903.3463134765625
333,1903.2734375
334,1903.2012939453125
335,1903.1298828125
336,1903.059326171875
337,1902.989501953125
338,1902.92041015625
339,1902.8521728515625
340,1902.7841796875
341,1902.7174072265625
342,1902.651123046875
343,1902.58544921875
344,1902.5205078125
345,1902.4561767578125
346,1902.3927001953125
347,1902.32958984375
348,1902.2674560546875
349,1902.205810546875
350,1902.14453125
351,1902.0841064453125
352,1902.02392578125
353,1901.9649658203125
354,1901.90625
355,1901.8482666015625
356,1901.7906494140625
357,1901.733642578125
358,1901.67724609375
359,1901.6214599609375
360,1901.566162109375
361,1901.5115966796875
362,1901.4573974609375
363,1901.4039306640625
364,1901.3505859375
365,1901.2982177734375
366,1901.2459716796875
367,1901.1944580078125
368,1901.143310546875
369,1901.0927734375
370,1901.0423583984375
371,1900.992919921875
372,1900.94384765625
373,1900.8951416015625
374,1900.84716796875
375,1900.7994384765625
376,1900.7520751953125
377,1900.705322265625
378,1900.658935546875
379,1900.6129150390625
380,1900.5675048828125
381,1900.5224609375
382,1900.477783203125
383,1900.433349609375
384,1900.39013671875
385,1900.346435546875
386,1900.303466796875
387,1900.260986328125
388,1900.2188720703125
389,1900.1768798828125
390,1900.1357421875
391,1900.0947265625
392,1900.0540771484375
393,1900.013916015625
394,1899.973876953125
395,1899.9344482421875
396,1899.8953857421875
397,1899.8565673828125
398,1899.8179931640625
399,1899.7801513671875
400,1899.7421875
401,1899.704833984375
402,1899.668212890625
403,1899.6312255859375
404,1899.5948486328125
405,1899.5587158203125
406,1899.523193359375
407,1899.48779296875
408,1899.4527587890625
409,1899.4178466796875
410,1899.383544921875
411,1899.349365234375
412,1899.3155517578125
413,1899.2821044921875
414,1899.2489013671875
415,1899.2159423828125
416,1899.1834716796875
417,1899.151123046875
418,1899.119140625
419,1899.087158203125
420,1899.0556640625
421,1899.0247802734375
422,1898.9937744140625
423,1898.9632568359375
424,1898.9327392578125
425,1898.902587890625
426,1898.872802734375
427,1898.84326171875
428,1898.813720703125
429,1898.784912109375
430,1898.756103515625
431,1898.7276611328125
432,1898.69921875
433,1898.67138671875
434,1898.6431884765625
435,1898.6158447265625
436,1898.5885009765625
437,1898.5616455078125
438,1898.5345458984375
439,1898.5078125
440,1898.4815673828125
441,1898.455078125
442,1898.4293212890625
443,1898.40380859375
444,1898.3782958984375
445,1898.3529052734375
446,1898.32763671875
447,1898.302978515625
448,1898.2783203125
449,1898.2537841796875
450,1898.2298583984375
451,1898.20556640625
452,1898.181884765625
453,1898.1580810546875
454,1898.1348876953125
455,1898.1112060546875
456,1898.08837890625
457,1898.065673828125
458,1898.0430908203125
459,1898.0205078125
460,1897.9984130859375
461,1897.9761962890625
462,1897.9544677734375
463,1897.9326171875
464,1897.9112548828125
465,1897.8896484375
466,1897.8685302734375
467,1897.847412109375
468,1897.8267822265625
469,1897.8062744140625
470,1897.785400390625
471,1897.765380859375
472,1897.7449951171875
473,1897.725341796875
474,1897.7052001953125
475,1897.685791015625
476,1897.6661376953125
477,1897.6468505859375
478,1897.627685546875
479,1897.608642578125
480,1897.5899658203125
481,1897.5711669921875
482,1897.552734375
483,1897.5343017578125
484,1897.5159912109375
485,1897.498046875
486,1897.4798583984375
487,1897.462158203125
488,1897.4443359375
489,1897.4268798828125
490,1897.4095458984375
491,1897.3922119140625
492,1897.3753662109375
493,1897.358154296875
494,1897.341552734375
495,1897.3248291015625
496,1897.3082275390625
497,1897.2916259765625
498,1897.2755126953125
499,1897.25927734375
