Epoch,Loss
0,131386.0
1,130199.9609375
2,129191.828125
3,128313.2734375
4,127534.265625
5,126833.6171875
6,126195.78125
7,125609.0859375
8,125064.484375
9,124554.8671875
10,124074.53125
11,123618.734375
12,123183.703125
13,122766.09375
14,122363.140625
15,121972.4375
16,121591.8515625
17,121219.5390625
18,120853.7421875
19,120492.9453125
20,120135.7109375
21,119780.6484375
22,119426.46875
23,119071.9453125
24,118715.7578125
25,118356.7578125
26,117993.6015625
27,117625.015625
28,117249.6640625
29,116866.078125
30,116472.734375
31,116067.984375
32,115650.0078125
33,115216.796875
34,114766.109375
35,114295.4765625
36,113801.953125
37,113282.3359375
38,112732.84375
39,112149.0234375
40,111525.75
41,110856.8203125
42,110134.8984375
43,109351.0546875
44,108494.390625
45,107551.390625
46,106505.0859375
47,105334.0
48,104010.3125
49,102497.5546875
50,100746.984375
51,98692.109375
52,96240.09375
53,93258.59375
54,89554.1875
55,84839.5703125
56,78688.0078125
57,70502.6875
58,59654.83203125
59,46323.0703125
60,33342.33203125
61,24883.185546875
62,20613.49609375
63,17990.947265625
64,15913.5830078125
65,14135.2548828125
66,12593.7275390625
67,11255.4208984375
68,10093.2734375
69,9083.94140625
70,8207.1787109375
71,7445.396484375
72,6783.33203125
73,6207.74609375
74,5707.15283203125
75,5271.583984375
76,4892.39501953125
77,4562.08935546875
78,4274.1640625
79,4022.97802734375
80,3803.64111328125
81,3611.917236328125
82,3444.128662109375
83,3297.0947265625
84,3168.055908203125
85,3054.624755859375
86,2954.73486328125
87,2866.59619140625
88,2788.660400390625
89,2719.587158203125
90,2658.221435546875
91,2603.563232421875
92,2554.7470703125
93,2511.02783203125
94,2471.7607421875
95,2436.388427734375
96,2404.43115234375
97,2375.47314453125
98,2349.155029296875
99,2325.165771484375
100,2303.237060546875
101,2283.134521484375
102,2264.656005859375
103,2247.62548828125
104,2231.88916015625
105,2217.31298828125
106,2203.779296875
107,2191.18505859375
108,2179.440673828125
109,2168.465087890625
110,2158.189453125
111,2148.549560546875
112,2139.4912109375
113,2130.964599609375
114,2122.92529296875
115,2115.33447265625
116,2108.156494140625
117,2101.359375
118,2094.91455078125
119,2088.796142578125
120,2082.98046875
121,2077.4462890625
122,2072.174072265625
123,2067.146240234375
124,2062.34716796875
125,2057.76171875
126,2053.3759765625
127,2049.17822265625
128,2045.1563720703125
129,2041.3006591796875
130,2037.60107421875
131,2034.0487060546875
132,2030.634765625
133,2027.352294921875
134,2024.193603515625
135,2021.15234375
136,2018.2218017578125
